brand,details,name,price,product_type,shades
Noro,"100% Wool, 7.1oz",Noro Viola,39.9500,Yarns,"
                            8 shades"
Rowan,"40% Mohair 39% Alpaca 10% Polyester 8% Cotton 3% Polyamide, 1.8oz",Rowan Tweed Haze,18.5000,Yarns,"
                            8 shades"
Bernat,"100% Cotton, 14.1oz",Bernat Handicrafter Cotton Solids,14.9900,Yarns,"
                            3 shades"
Blue Sky Fibers,"55% Alpaca 45% Merino Wool, 5.3oz",Blue Sky Fibers Extra,29.0000,Yarns,"
                            8 shades"
Cascade Yarns,"70% Alpaca 30% Merino Wool, 3.5oz",Cascade Eco Duo,18.9900,Yarns,"
                            4 shades"
Cascade Yarns,"100% Alpaca, 3.5oz",Cascade Eco Alpaca,19.9900,Yarns,"
                            7 shades"
Patons,"75% Wool 25% Nylon, 1.8oz",Patons Kroy Socks,7.9900,Yarns,"
                            6 shades"
Lion Brand,"100% Acrylic, 5.3oz",Lion Brand Mandala Thick & Quick,7.9900,Yarns,"
                            5 shades"
Regia,"75% Wool 25% Nylon, 5.3oz",Regia 6 Ply Color 150g,17.9900,Yarns,"
                            9 shades"
Katia,"67% Mohair 30% Polyamide 3% Wool, 0.7oz",Katia 50 Mohair Shades,10.9900,Yarns,"
                            50 shades"
Stylecraft,"100% Acrylic, 3.5oz",Stylecraft Special 4 Ply,4.2600,Yarns,"
                            8 shades"
Cascade Yarns,"50% Cotton 50% Merino Wool, 3.5oz",Cascade Anchor Bay,11.5000,Yarns,"
                            4 shades"
Phildar,"100% Cotton, 1.8oz",Phildar Phil Coton 4,3.2175,Yarns,"
                            6 shades"
Debbie Bliss,3.5oz,Debbie Bliss Toast 4 Ply,14.9900,Yarns,"
                            10 shades"
The Yarn Collective,"35% Merino Wool 35% Alpaca 30% Silk, 3.5oz",The Yarn Collective Rivoli Sport,22.4900,Yarns,"
                            10 shades"
Scheepjes,"50% Merino Wool 25% Acrylic 25% Microfibre, 7.8oz",Scheepjes Whirl-Fine Art,37.9500,Yarns,"
                            12 shades"
Lang Yarns,"67% Polyester 33% Virgin Wool, 1.8oz",Lang Yarns Neon,10.9900,Yarns,"
                            4 shades"
Berroco,"37% Alpaca 35% Nylon 26% Wool 2% Other, 1.8oz",Berroco Mochi,13.0000,Yarns,"
                            14 shades"
Lion Brand,"88% Acrylic 12% Polyester, 8oz",Lion Brand Homespun Thick & Quick Stripes,8.9900,Yarns,"
                            4 shades"
Paintbox Yarns,"50% Cotton 37% Polyester 13% Metallic, 8.8oz",Paintbox Yarns Recycled Metallic Ribbon,10.5000,Yarns,"
                            9 shades"
Cloudborn,4.4oz,Cloudborn Merino Superwash Sock Twist Mini Skein Set,27.0000,Yarns,"
                            7 shades"
James C. Brett,"90% Acrylic 10% Viscose, 3.5oz",James C. Brett Baby Shimmer DK,2.7900,Yarns,"
                            3 shades"
Rowan,"100% Cotton, 1.8oz",Rowan Summerlite 4 Ply,8.5000,Yarns,"
                            21 shades"
Paintbox Yarns,"100% Cotton, 8.8oz",Paintbox Yarns Cotton 4 ply 5 Ball Value Pack,16.2500,Yarns,"
                            25 colorways"
James C. Brett,"100% Acrylic, 3.5oz",James C. Brett Party Time Chunky,7.4900,Yarns,"
                            6 shades"
Regia,"75% Wool 25% Nylon, 3.5oz",Regia 4ply Festival Color,9.9900,Yarns,"
                            7 shades"
James C. Brett,"97% Acrylic 3% Polyester, 3.5oz",James C. Brett Twinkle DK,4.9900,Yarns,"
                            9 shades"
Paintbox Yarns,"50% Wool 50% Acrylic, 17.6oz",Paintbox Yarns Wool Mix Super Chunky 5 Ball Value Pack,40.0000,Yarns,"
                            49 colorways"
Schachenmayr,"100% Acrylic, 1.8oz",Schachenmayr Bravo,2.2500,Yarns,"
                            40 shades"
Berroco,"60% Cotton 40% Viscose, 3.5oz",Berroco Modern Cotton DK,9.9900,Yarns,"
                            19 shades"
Paintbox Yarns,8.8oz,Paintbox Yarns Baby DK 5 Ball Value Pack,17.5000,Yarns,"
                            25 colorways"
Debbie Bliss,"100% Cotton, 8.8oz",Debbie Bliss Cotton DK 5 Ball Value Pack,29.0000,Yarns,"
                            12 colorways"
Paintbox Yarns,"100% Cotton, 5.3oz",Paintbox Yarns Norman The Sheep - Paintbox Yarns Cotton Aran 3 Ball Color Pack,6.8250,Yarns,"
                            2 colorways"
Stylecraft,"100% Cotton, 1.8oz",Stylecraft Naturals Organic Cotton,3.2500,Yarns,"
                            38 shades"
Valley Yarns,"100% Wool, 17.6oz",Valley Yarns Northampton 5 Ball Value Pack,37.4500,Yarns,"
                            35 colorways"
Lang Yarns,"100% Cashmere, 1.8oz",Lang Yarns Cashmere Big,44.9900,Yarns,"
                            10 shades"
Cloudborn,"47% Alpaca 46% Wool 7% Polyamide, 1.8oz",Cloudborn Brushed Alpaca Wool DK,6.0000,Yarns,"
                            6 shades"
Wool and the Gang,"100% Raffia, 3.5oz",Wool and the Gang Ra-Ra Raffia,22.5000,Yarns,"
                            12 shades"
Rico,"53% Virgin Wool 47% Acrylic, 1.8oz",Rico Creative Melange DK,5.2155,Yarns,"
                            10 shades"
Willow and Lark,1.8oz,Willow & Lark Poetry,8.5000,Yarns,"
                            19 shades"
Wool and the Gang,"60% Merino Wool 40% Baby Alpaca, 3.5oz",Wool and the Gang Alpachino,17.5000,Yarns,"
                            15 shades"
Willow and Lark,"70% Wool 30% Acrylic, 3.5oz",Willow & Lark Strath,10.0000,Yarns,"
                            16 shades"
Rico,"100% Cotton, 0.9oz",Rico Creative Ricorumi DK,1.6900,Yarns,"
                            62 shades"
Hayfield,"96% Acrylic 4% Viscose, 3.5oz",Hayfield Bonus Chunky Tweed,4.5000,Yarns,"
                            7 shades"
Paintbox Yarns,"100% Cotton, 17.6oz",Paintbox Yarns Paintbox Yarns Cotton DK 10 ball Colorpack - Amigurumi Advent 2020,25.1930,Yarns,"
                            2 colorways"
Debbie Bliss,"50% Wool 50% Acrylic, 3.5oz",Debbie Bliss Merion,10.0000,Yarns,"
                            12 shades"
Debbie Bliss,8.8oz,Debbie Bliss Cashmerino Chunky 5 Ball Value Pack,49.9500,Yarns,"
                            23 colorways"
Malabrigo,"100% Silk, 1.8oz",Malabrigo Mora,22.0000,Yarns,"
                            9 shades"
Debbie Bliss,"100% Merino Wool, 17.6oz",Debbie Bliss Rialto 4 Ply 10 Ball Value Pack,98.0000,Yarns,"
                            15 colorways"
Willow and Lark,"50% Wool 39% Acrylic 11% Viscose, 1.8oz",Willow & Lark Heath,9.0000,Yarns,"
                            10 shades"
Hoooked,,Hoooked Reindeer Rue,7.2400,Kits,
Paintbox Yarns,"60% Cotton 40% Polyester, 44.1oz",Paintbox Yarns Recycled Ribbon 5 Ball Value Pack,50.0000,Yarns,"
                            18 colorways"
Premier Yarns,"85% Cotton 15% Polyester, 10.6oz",Premier Yarns Home Cotton XL,7.9900,Yarns,"
                            8 shades"
Cascade Yarns,"100% Polyester, 7.1oz",Cascade Yarns Swaddle,9.9900,Yarns,"
                            9 shades"
Premier Yarns,"100% Acrylic, 5oz",Premier Yarns Sweet Roll Frostie,5.9900,Yarns,"
                            12 shades"
Premier Yarns,"85% Acrylic 15% Wool, 3.5oz",Premier Yarns Coffee Shop,5.4900,Yarns,"
                            11 shades"
SweetGeorgia,"80% Merino Wool 20% Nylon, 4.4oz",SweetGeorgia Party of Five Gradient Mini-Skein Sets,35.8500,Yarns,"
                            5 colorways"
Schachenmayr,"100% Cotton, 1.8oz",Schachenmayr Catania Trend,2.9400,Yarns,"
                            20 shades"
Noro,"100% Wool, 7.1oz",Noro Ito,50.0000,Yarns,"
                            18 shades"
Cascade Yarns,"60% Cotton 40% Acrylic, 3.5oz",Cascade Yarns Sarasota,6.9900,Yarns,"
                            6 shades"
Berroco,"100% Wool, 3.5oz",Berroco Ultra Wool,11.9900,Yarns,"
                            17 shades"
MillaMia,"100% Merino Wool, 8.8oz",MillaMia Naturally Soft Aran Ombre 5 Ball Color Pack,47.4500,Yarns,"
                            1 colorway"
MillaMia,8.8oz,MillaMia Naturally Soft Merino 5 Ball Color Pack Designer Picks,47.4500,Yarns,"
                            1 colorway"
The Yarn Collective,"100% Merino Wool, 17.6oz",The Yarn Collective Portland Lace 5 Ball Value Pack,104.7500,Yarns,"
                            10 colorways"
Queensland,"100% Wool, 3.5oz",Queensland Rainbow Beach,12.9500,Yarns,"
                            18 shades"
Hoooked,,Hoooked Diy Crochet Kit Fox Fergie Eco Barbante,11.9900,Kits,
West Yorkshire Spinners,"100% Wool, 3.5oz",West Yorkshire Spinners - The Croft DK Tweed,13.9900,Yarns,"
                            6 shades"
Yarn and Colors,"68% Cotton 32% Nylon, 1.8oz",Yarn and Colors Zen,3.9900,Yarns,"
                            10 shades"
Rowan,"100% Cashmere, 1.8oz",Rowan Pure Cashmere,44.8900,Yarns,"
                            13 shades"
Rico,"50% Cotton 50% Acrylic, 7.1oz",Rico Creative Cotton Degrade Lucky 8 200g 800m,25.9000,Yarns,"
                            8 shades"
Lana Grossa,"74% Baby Alpaca 13% Merino Wool 13% Polyamide, 1.8oz",Lana Grossa Alpaca Moda,8.4900,Yarns,"
                            13 shades"
Lana Grossa,"61% Cotton 15% Polyester 14% Baby Alpaca 10% Virgin Wool, 1.8oz",Lana Grossa Ecopuno Tweed,14.9900,Yarns,"
                            10 shades"
Hoooked,,Hoooked DIY Crochet Kit Christmas Tree Hangers Eco Barbante - Ruby/Jade,5.5600,Kits,
Hoooked,,Hoooked DIY Crochet Kit Cool Crab Toby Eco Barbante  - Ruby,11.1200,Kits,
Hoooked,,Hoooked DIY Crochet Kit Santa Claus Eco Barbante - Ruby/Lotus/Almond,5.5600,Kits,
Regia,"75% Wool 25% Nylon, 3.5oz",Regia 4ply City Street,9.9900,Yarns,"
                            8 shades"
Valley Yarns,"95% Cashmere 5% Merino Wool, 1.8oz",Valley Yarns Brodie,24.9900,Yarns,"
                            17 shades"
Lana Grossa,"65% Virgin Wool 25% Polyamide 10% Yak, 3.5oz",Lana Grossa About Berlin Yak Colorblock,17.9900,Yarns,"
                            8 shades"
Lana Grossa,"55% Virgin Wool 25% Polyamide 20% Silk, 3.5oz",Lana Grossa Meilenweit 100 Seta Cocoon,17.9900,Yarns,"
                            8 shades"
Lana Grossa,"75% Virgin Wool 25% Polyamide, 3.5oz",Lana Grossa Meilenweit 100 Sorbetto,17.9900,Yarns,"
                            6 shades"
Hayfield,"100% Acrylic, 3.5oz",Hayfield Baby Bonus DK Spots,5.5000,Yarns,"
                            6 shades"
Valley Yarns,17.6oz,Valley Yarns Superwash 10 Ball Value Pack,69.9000,Yarns,"
                            31 colorways"
Regia,"58% Wool 28% Polyamide 14% Yak, 3.5oz",Regia Premium Merino Yak Color,14.4900,Yarns,"
                            6 shades"
Noro,"50% Silk 25% Wool 25% Polyamide, 7.1oz",Noro Tsubame,50.0000,Yarns,"
                            11 shades"
Universal Yarn,"100% Polyester, 3.5oz",Universal Yarn Bella Chenille,8.0000,Yarns,"
                            5 shades"
Bernat,"100% Acrylic, 12.3oz",Bernat Baby Sport,12.9900,Yarns,"
                            6 shades"
Lana Grossa,"100% Wool, 1.8oz",Lana Grossa Feltro,5.9900,Yarns,"
                            8 shades"
Red Heart US,"100% Acrylic, 16oz",Red Heart Comfort Solids,12.4900,Yarns,"
                            8 shades"
Red Heart US,"100% Acrylic, 14oz",Red Heart Super Saver Jumbo,10.4900,Yarns,"
                            4 shades"
Louisa Harding,"80% Wool 20% Silk, 1.8oz",Louisa Harding Amitola,11.9500,Yarns,"
                            3 shades"
Rowan,"50% Wool 25% Alpaca 25% Viscose, 1.8oz",Rowan Felted Tweed Aran,13.5000,Yarns,"
                            12 shades"
Blue Sky Fibers,"50% Alpaca 50% Wool, 3.5oz",Blue Sky Fibers Bulky,17.0000,Yarns,"
                            7 shades"
Berroco,"65% Alpaca 35% Viscose, 1.8oz",Berroco Folio,8.9900,Yarns,"
                            8 shades"
Plymouth Yarn,"100% Alpaca, 1.8oz",Plymouth Yarn Baby Alpaca DK,8.9900,Yarns,"
                            6 shades"
Plymouth Yarn,"75% Acrylic 22% Wool 3% Synthetic, 3.5oz",Plymouth Yarn Encore Tweed,6.9900,Yarns,"
                            8 shades"
Lion Brand,"100% Acrylic, 3.5oz",Lion Brand Ice Cream,4.9900,Yarns,"
                            4 shades"
Caron,"99% Acrylic 1% Metallic, 3oz",Caron Simply Soft Party,6.4900,Yarns,"
                            4 shades"
Lily Sugar 'n Cream,14.1oz,Lily Sugar 'n Cream Cones,15.9900,Yarns,"
                            8 shades"
Paintbox Yarns,"100% Wool, 35.3oz",Paintbox Yarns 100% Wool Worsted 10 Ball Value Pack,100.0000,Yarns,"
                            48 colorways"
Caron,"100% Acrylic, 6oz",Caron Simply Soft Collection,6.2500,Yarns,"
                            1 shade"
Bernat,"100% Polyester, 10.6oz",Bernat Blanket Stripes,11.9900,Yarns,"
                            10 shades"
Sirdar,3.5oz,Sirdar No1 Chunky,3.9450,Yarns,"
                            6 shades"
Paintbox Yarns,"55% Cotton 45% Polyamide, 1.8oz",Paintbox Yarns Metallic DK,5.2500,Yarns,"
                            14 shades"
Novita,"75% Wool 25% Polyamide, 3.5oz",Novita Nalle Taika,8.9000,Yarns,"
                            3 shades"
Cascade Yarns,"70% Merino Wool 30% Silk, 3.5oz",Cascade Yarns Venezia Sport Multis,11.6935,Yarns,"
                            2 shades"
Katia,"100% Polyester, 5.3oz",Katia Scuby Velvet,14.9900,Yarns,"
                            3 shades"
James C. Brett,"100% Acrylic, 3.5oz",James C. Brett Masquerade Chunky,4.5900,Yarns,"
                            6 shades"
Juniper Moon Farm,"30% Baby Alpaca 30% Wool 25% Polyamide 15% Silk, 3.5oz",Juniper Moon Farm Moonshine Fine,21.9500,Yarns,"
                            10 shades"
Lana Grossa,"76% Cotton 14% Merino Wool 10% Alpaca, 1.8oz",Lana Grossa Allora,10.3900,Yarns,"
                            22 shades"
Rowan,"90% Merino Wool 10% Yak, 3.5oz",Rowan Chunky Twist,14.9900,Yarns,"
                            8 shades"
Lang Yarns,"70% Mohair 30% Silk, 0.9oz",Lang Yarns Kid Color,12.5000,Yarns,"
                            8 shades"
Juniper Moon Farm,"48% Linen 24% Cotton 24% Viscose 4% Polyester, 3.5oz",Juniper Moon Farm Summer Solstice,17.9500,Yarns,"
                            10 shades"
Valley Yarns,17.6oz,Valley Yarns Superwash Sport 10 Ball Value Pack,69.9000,Yarns,"
                            23 colorways"
C+B,1.8oz,C+B Cleo,8.9500,Yarns,"
                            4 shades"
Cascade Yarns,"100% Acrylic, 3.5oz",Cascade Yarns North Shore Prints,7.5000,Yarns,"
                            3 shades"
Cloudborn,"100% Wool, 4.4oz",Cloudborn Wool Bulky Naturals Kettle Dyed,12.0000,Yarns,"
                            5 shades"
Ella Rae,"100% Cotton, 3.5oz",Ella Rae Phoenix DK,11.9500,Yarns,"
                            15 shades"
King Cole,"100% Acrylic, 3.5oz",King Cole Melody DK,4.0500,Yarns,"
                            4 shades"
Hoooked,,Hoooked Turtle Jake Kit,11.1200,Kits,
King Cole,"70% Acrylic 30% Polyamide, 3.5oz",King Cole Paradise Beaches DK,5.9900,Yarns,"
                            11 shades"
King Cole,"100% Acrylic, 3.5oz",King Cole Cherished DK,5.9500,Yarns,"
                            15 shades"
Premier Yarns,"100% Acrylic, 7oz",Premier Yarns Nordica,8.9900,Yarns,"
                            12 shades"
Bernat,"100% Acrylic, 4.2oz",Bernat Softee Baby Ombres,5.9900,Yarns,"
                            2 shades"
Berroco,"100% Wool, 3.5oz",Berroco Lanas Quick,12.0000,Yarns,"
                            18 shades"
Novita,"75% Wool 25% Polyamide, 3.5oz",Novita Venla,8.4000,Yarns,"
                            9 shades"
Hayfield,3.5oz,Hayfield Baby Bonus DK,4.4500,Yarns,"
                            6 shades"
Berroco,"50% Alpaca 50% Wool, 1.8oz",Berroco Ultra Alpaca Light,7.5000,Yarns,"
                            17 shades"
Debbie Bliss,"100% Cotton, 17.6oz",Debbie Bliss Cotton DK 10 Ball Value Pack,59.5000,Yarns,"
                            12 colorways"
Premier Yarns,"100% Acrylic, 4.9oz",Premier Yarns DK Colors Yarn,5.9900,Yarns,"
                            4 shades"
Rico,"100% Cotton, 3.5oz",Rico Creative So Cool & So Soft Cotton Chunky,6.9900,Yarns,"
                            7 shades"
Rowan,"100% Cotton, 1.8oz",Rowan Summerlite DK,8.5000,Yarns,"
                            21 shades"
Berroco,"65% Mohair 35% Silk, 0.9oz",Berroco Aerial,14.0000,Yarns,"
                            19 shades"
Stylecraft,"100% Acrylic, 3.5oz",Stylecraft Wondersoft Merry Go Round,5.2500,Yarns,"
                            7 shades"
James C. Brett,3.5oz,James C. Brett Baby DK,3.4900,Yarns,"
                            5 shades"
Jade Sapphire,"100% Cashmere, 1.9oz",Jade Sapphire Mongolian Cashmere 8-Ply,50.0000,Yarns,"
                            14 shades"
Sirdar Snuggly,"70% Acrylic 30% Nylon, 5.3oz",Sirdar Snuggly Pattercake,17.9900,Yarns,"
                            5 shades"
Novita,"75% Wool 25% Polyamide, 3.5oz",Novita 7 Veljestä,7.9000,Yarns,"
                            25 shades"
Valley Yarns,"60% Merino Wool 40% Acrylic, 17.6oz",Valley Yarns Haydenville Bulky 5 Ball Value Pack,39.9500,Yarns,"
                            20 colorways"
MillaMia,"100% Merino Wool, 35.3oz",MillaMia Naturally Soft Super Chunky 10 Ball Value Pack,129.9000,Yarns,"
                            19 colorways"
Debbie Bliss,"50% Merino Wool 25% Alpaca 25% Viscose, 17.6oz",Debbie Bliss Erin Tweed 10 Ball Value Pack,119.9000,Yarns,"
                            17 colorways"
Regia,"75% Virgin Wool 25% Polyamide, 0oz",Regia Design Line by Arne & Carlos,9.4900,Yarns,"
                            6 shades"
MillaMia,8.8oz,MillaMia Naturally Soft Aran 5 Ball Value Pack,47.4500,Yarns,"
                            12 colorways"
Paintbox Yarns,"60% Cotton 40% Polyester, 8.8oz",Paintbox Yarns Recycled Ribbon,10.0000,Yarns,"
                            18 shades"
Paintbox Yarns,17.6oz,Paintbox Yarns 100% Wool Worsted 5 Ball Value Pack,50.0000,Yarns,"
                            48 colorways"
King Cole,"35% Wool 20% Acrylic 20% Polyamide 25% Viscose, 3.5oz",King Cole Forest Aran,6.5000,Yarns,"
                            10 shades"
Debbie Bliss,8.8oz,Debbie Bliss Rialto Lace 5 Ball Value Pack,34.9650,Yarns,"
                            12 colorways"
MillaMia,8.8oz,MillaMia Naturally Soft Merino 5 Ball Value Pack,47.4500,Yarns,"
                            27 colorways"
Berroco,"100% Wool, 3.5oz",Berroco Lanas,10.5000,Yarns,"
                            48 shades"
Wool and the Gang,"100% Cotton, 3.5oz",Wool and the Gang Shiny Happy Cotton,12.5000,Yarns,"
                            11 shades"
Valley Yarns,"50% Baby Alpaca 35% Merino Wool 15% Silk, 17.6oz",Valley Yarns Hampden 10 Ball Value Pack,69.9000,Yarns,"
                            14 colorways"
Debbie Bliss,1.8oz,Debbie Bliss Rialto Aran,9.9900,Yarns,"
                            16 shades"
Valley Yarns,8.8oz,Valley Yarns Superwash Sport 5 Ball Value Pack,34.9500,Yarns,"
                            23 colorways"
Stylecraft,"100% Acrylic, 35.3oz",Stylecraft Special Aran 10 Ball Value Pack,29.9200,Yarns,"
                            49 colorways"
King Cole,"100% Cotton, 3.5oz",King Cole Cottonsoft DK,5.9900,Yarns,"
                            15 shades"
Debbie Bliss,"100% Cashmere, 8.8oz",Debbie Bliss Luna 10 Ball Value Pack,220.0000,Yarns,"
                            7 colorways"
Debbie Bliss,"60% Baby Alpaca 40% Merino Wool, 17.6oz",Debbie Bliss Paloma 10 Ball Value Pack,119.5000,Yarns,"
                            19 colorways"
Berroco,"57% Cotton 43% Merino Wool, 1.8oz",Berroco Arno,12.0000,Yarns,"
                            5 shades"
Noro,7.1oz,Noro Bachi,42.5000,Yarns,"
                            10 shades"
Debbie Bliss,"100% Baby Alpaca, 8.8oz",Debbie Bliss Aymara 5 Ball Value Pack,54.9500,Yarns,"
                            9 colorways"
Debbie Bliss,"60% Baby Alpaca 40% Merino Wool, 8.8oz",Debbie Bliss Paloma 5 Ball Value Pack,64.9500,Yarns,"
                            19 colorways"
Cascade Yarns,"100% Acrylic, 7.1oz",Cascade Yarns Anthem Rondo,13.4900,Yarns,"
                            11 shades"
Debbie Bliss,"76% Mohair 24% Silk, 8.8oz",Debbie Bliss Angel 10 Ball Value Pack,134.9000,Yarns,"
                            16 colorways"
Red Heart US,"70% Acrylic 30% Nylon, 4.9oz",Red Heart Hygge,6.7900,Yarns,"
                            7 shades"
Noro,3.5oz,Noro Kiri,24.9500,Yarns,"
                            6 shades"
HiKoo,"40% Baby Alpaca 40% Merino Wool 20% Silk, 3.5oz",HiKoo Simplinatural,24.9500,Yarns,"
                            2 shades"
MillaMia,14.1oz,August Baby Blanket by Brixton Purl - MillaMia Naturally Soft Merino 8 Ball Color Pack,75.9200,Yarns,"
                            1 colorway"
Jade Sapphire,"100% Cashmere, 5.3oz",Jade Sapphire Mini Ombre Collection,155.0000,Yarns,"
                            9 colorways"
The Yarn Collective,"100% Merino Wool, 10.6oz",The Yarn Collective Portland Lace 3 Skein Color Pack,62.9700,Yarns,"
                            6 colorways"
MillaMia,"100% Cotton, 8.8oz",MillaMia Naturally Soft Cotton 5 Ball Value Pack,24.9500,Yarns,"
                            18 colorways"
Juniper Moon Farm,"54% Merino Wool 30% Angora 16% Nylon, 50oz",Juniper Moon Farm Beatrix,19.9500,Yarns,"
                            15 shades"
The Yarn Collective,"35% Merino Wool 35% Alpaca 30% Silk, 17.6oz",The Yarn Collective Rivoli Sport 5 Ball Value Pack,112.4500,Yarns,"
                            10 colorways"
Paintbox Yarns,"55% Cotton 45% Polyamide, 8.8oz",Paintbox Yarns Metallic DK 5 Ball Value Pack,26.2500,Yarns,"
                            12 colorways"
Noro,"35% Silk 28% Wool 20% Angora 17% Mohair, 3.5oz",Noro Okunoshima,29.9500,Yarns,"
                            8 shades"
Debbie Bliss,"50% Merino Wool 25% Alpaca 25% Viscose, 8.8oz",Debbie Bliss  Erin Tweed 5 Ball Value Pack,59.9500,Yarns,"
                            17 colorways"
Willow and Lark,"50% Wool 39% Acrylic 11% Viscose, 8.8oz",Willow and Lark Heath 5 Ball Value Pack,45.0000,Yarns,"
                            10 colorways"
MillaMia,"75% Wool 25% Polyamide, 8.8oz",MillaMia Naturally Soft Sock 5 Ball Value Pack,30.0000,Yarns,"
                            20 colorways"
Araucania,"100% Alpaca, 3.5oz",Araucania Alpaka Reina,23.9500,Yarns,"
                            13 shades"
West Yorkshire Spinners,"100% Wool, 3.5oz",West Yorkshire Spinners The Croft - Aran Roving Wild Shetland,14.5000,Yarns,"
                            4 shades"
West Yorkshire Spinners,"100% Wool, 3.5oz",West Yorkshire Spinners The Croft DK,14.5000,Yarns,"
                            16 shades"
King Cole,"100% Acrylic, 3.5oz",King Cole Fjord DK,5.4900,Yarns,"
                            16 shades"
Malabrigo,"100% Merino Wool, 10.6oz",Temperance Shawl by Malabrigo - Malabrigo Sock 3 Ball Color Pack,54.7500,Yarns,"
                            1 colorway"
Premier Yarns,"85% Cotton 15% Polyester, 1.9oz",Premier Yarns Home Cotton Stripe,2.1900,Yarns,"
                            11 shades"
Rico,"80% Acrylic 20% Wool, 35.3oz",Rico Creative XXL,44.9900,Yarns,"
                            2 shades"
Schachenmayr,"100% Acrylic, 7.1oz",Schachenmayr Baby Smiles Happy Baby,9.5000,Yarns,"
                            6 shades"
Lion Brand,"100% Polyester, 2.5oz",Lion Brand Sesame Street One Hat Wonder,7.9900,Yarns,"
                            5 shades"
Universal Yarn,"55% Bamboo 37% Cotton 8% Polyester, 3.5oz",Universal Yarn Bamboo Pop Sock Solids,10.5000,Yarns,"
                            20 shades"
Lana Grossa,"63% Cotton 37% Alpaca, 1.8oz",Lana Grossa Puno Due,13.9900,Yarns,"
                            10 shades"
Hoooked,,Hoooked DIY Macramé Kit Wall Hanger Christmas Tree - Off White,11.0500,Kits,
Regia,"75% Wool 25% Nylon, 3.5oz",Regia 4ply Native Color,9.9900,Yarns,"
                            6 shades"
The Fibre Co.,"40% Alpaca 40% Cotton 20% Merino Wool, 1.8oz",The Fibre Co. Cirro,14.0000,Yarns,"
                            12 shades"
Valley Yarns,"85% Wool 15% Alpaca, 17.6oz",Valley Yarns Berkshire Bulky 5 Ball Value Pack,34.9500,Yarns,"
                            20 colorways"
Valley Yarns,"85% Wool 15% Alpaca, 35.3oz",Valley Yarns Berkshire Bulky 10 Ball Value Pack,69.9000,Yarns,"
                            20 colorways"
Cloudborn,"100% Baby Alpaca, 1.8oz",Cloudborn Baby Alpaca Fingering,12.0000,Yarns,"
                            6 shades"
Cloudborn,"80% Merino Wool 20% Baby Alpaca, 3.5oz",Cloudborn Merino Alpaca Sport Color Change,30.0000,Yarns,"
                            7 shades"
Stylecraft,"100% Acrylic, 7.1oz",Stylecraft Special XL Super Chunky,7.9900,Yarns,"
                            11 shades"
Hoooked,,Hoooked Raccoon Ricky Kit,11.1200,Kits,
Lana Grossa,"71% Merino Wool 17% Baby Alpaca 12% Polyamide, 1.8oz",Lana Grossa Fashion Tweed,10.5000,Yarns,"
                            15 shades"
Tahki Yarns,"100% Wool, 3.5oz",Tahki Yarns Superwash Merino Bulky,12.9900,Yarns,"
                            23 shades"
Valley Yarns,"70% Merino Wool 30% Cashmere, 1.8oz",Valley Yarns Wachusett,21.9900,Yarns,"
                            16 shades"
Lang Yarns,"45% Wool 44% Cotton 11% Nylon, 0.9oz",Lang Yarns Leo,10.9900,Yarns,"
                            8 shades"
Valley Yarns,"60% Merino Wool 40% Acrylic, 35.3oz",Valley Yarns Haydenville 10 Ball Value Pack,79.9000,Yarns,"
                            27 colorways"
Stylecraft,"50% Acrylic 50% Polyamide, 3.5oz",Stylecraft Wondersoft 3ply cashmere feel,6.9900,Yarns,"
                            5 shades"
Katia,"70% Cotton 30% Mohair, 1.8oz",Katia Mohair Cotton,14.9500,Yarns,"
                            15 shades"
Noro,"100% Wool, 7.1oz",Noro Haunui,39.9500,Yarns,"
                            5 shades"
Cloudborn,"100% Wool, 5.3oz",Cloudborn Highland Roving,16.0000,Yarns,"
                            4 shades"
Lana Grossa,"56% Cotton 26% Polyamide 18% Polyester, 1.8oz",Lana Grossa About Berlin Spotty,6.2500,Yarns,"
                            9 shades"
Berroco,"65% Mohair 35% Silk, 0.9oz",Berroco Aerial Color,15.0000,Yarns,"
                            5 shades"
Bernat,"90% Acrylic 10% Nylon, 1.8oz",Bernat Baby,4.4900,Yarns,"
                            4 shades"
Bernat,"100% Acrylic, 6.9oz",Bernat Super Value,5.9900,Yarns,"
                            6 shades"
Adriafil,"100% Wool, 1.8oz",Adriafil Knitcol,9.9900,Yarns,"
                            8 shades"
Aunt Lydia's,"100% Cotton, 18oz",Aunt Lydia's Classic Crochet Thread Jumbo Size 10,22.3500,Yarns,"
                            1 shade"
Regia,"75% Virgin Wool 25% Polyamide, 3.5oz",Regia 4 Ply 100g,13.0900,Yarns,"
                            10 shades"
James C. Brett,"82% Acrylic 10% Wool 8% Viscose, 3.5oz",James C. Brett Rustic Mega Chunky,7.4900,Yarns,"
                            4 shades"
Blue Sky Fibers,"60% Alpaca 40% Merino Wool, 3.5oz",Blue Sky Fibers Suri Merino,25.0000,Yarns,"
                            6 shades"
Lang Yarns,"100% Cashmere, 0.9oz",Lang Yarns Cashmere Classic,22.9900,Yarns,"
                            10 shades"
Rowan,"76% Cotton 15% Yak 9% Nylon, 1.8oz",Rowan Softyak DK,12.9500,Yarns,"
                            23 shades"
Hand Maiden,"70% Silk 30% Synthetic, 3.5oz",Hand Maiden Sea Silk,50.0000,Yarns,"
                            26 shades"
